fellow_id,week,response_timestamp,survey_score,phone_number,email,phone_std
3MTT-F00315,8,2024-03-30 15:00:00,4.2,08031409507,3mtt.f00315@yahoo.com,2348031409507
3MTT-F00315,9,2024-04-07 09:00:00,3.9,8103230477,3mtt.f00315@gmail.com,2348103230477
3MTT-F00315,10,2024-04-08 19:00:00,2.3,9085338416,3mtt.f00315@gmail.com,2349085338416
3MTT-F00315,12,2024-04-28 08:00:00,3.3,0905-815-6603,3mtt.f00315@gmail.com,2349058156603
3MTT-F00316,1,2024-02-07 09:00:00,3.9,0816-434-9363,3mtt.f00316@gmail.com,2348164349363
3MTT-F00316,2,2024-02-16 15:00:00,3.3,2348164724416,3mtt.f00316@gmail.com,2348164724416
3MTT-F00316,3,2024-02-23 15:00:00,4.2,2348160964742,3mtt.f00316@gmail.com,2348160964742
3MTT-F00316,4,2024-03-01 11:00:00,4.2,2349057092951,3mtt.f00316@gmail.com,2349057092951
3MTT-F00316,5,2024-03-08 08:00:00,3.7,2347064826277,3mtt.f00316@yahoo.com,2347064826277
3MTT-F00316,6,2024-03-12 13:00:00,3.6,08138766340,3mtt.f00316@gmail.com,2348138766340
3MTT-F00316,7,2024-03-24 19:00:00,2.8,+2348146522469,3mtt.f00316@gmail.com,2348146522469
3MTT-F00316,9,2024-04-05 10:00:00,2.2,+2347061713528,3mtt.f00316@gmail.com,2347061713528
3MTT-F00316,10,2024-04-08 19:00:00,3.9,007060057458,3mtt.f00316@yahoo.com,2347060057458
3MTT-F00316,11,2024-04-17 16:00:00,3.4,007031383127,3mtt.f00316@gmail.com,2347031383127
3MTT-F00316,12,2024-04-23 11:00:00,3.1,0703-822-4524,3mtt.f00316@yahoo.com,2347038224524
3MTT-F00317,1,2024-02-08 08:00:00,4.0,+2347063417654,3mtt.f00317@gmail.com,2347063417654
3MTT-F00317,2,2024-02-17 20:00:00,3.7,0806-014-7391,3mtt.f00317@gmail.com,2348060147391
3MTT-F00317,3,2024-02-24 11:00:00,4.8,07068448012,3mtt.f00317@gmail.com,2347068448012
3MTT-F00317,4,2024-02-29 15:00:00,4.1,007066853909,3mtt.f00317@gmail.com,2347066853909
3MTT-F00317,5,2024-03-07 17:00:00,4.7,2347030803089,3mtt.f00317@yahoo.com,2347030803089
3MTT-F00317,6,2024-03-11 14:00:00,2.8,0806-996-5840,3mtt.f00317@gmail.com,2348069965840
3MTT-F00317,7,2024-03-21 12:00:00,3.0,008105872802,3mtt.f00317@gmail.com,2348105872802
3MTT-F00317,8,2024-03-26 14:00:00,2.1,0803-805-9801,3mtt.f00317@yahoo.com,2348038059801
3MTT-F00317,9,2024-04-01 19:00:00,2.7,8035378286,3mtt.f00317@yahoo.com,2348035378286
3MTT-F00317,10,2024-04-09 20:00:00,4.2,008130307108,3mtt.f00317@gmail.com,2348130307108
3MTT-F00317,11,2024-04-16 10:00:00,2.6,9087662154,3mtt.f00317@gmail.com,2349087662154
3MTT-F00317,12,2024-04-26 16:00:00,2.2,2348032729294,3mtt.f00317@yahoo.com,2348032729294
3MTT-F00318,1,2024-02-08 11:00:00,3.0,8164926389,3mtt.f00318@yahoo.com,2348164926389
3MTT-F00318,3,2024-02-24 12:00:00,3.8,0706-910-9233,3mtt.f00318@gmail.com,2347069109233
3MTT-F00318,4,2024-02-29 10:00:00,4.7,0816-463-8916,3mtt.f00318@gmail.com,2348164638916
3MTT-F00318,5,2024-03-06 16:00:00,3.5,08160296149,3mtt.f00318@gmail.com,2348160296149
3MTT-F00318,10,2024-04-11 15:00:00,3.7,+2348130279891,3mtt.f00318@gmail.com,2348130279891
3MTT-F00318,12,2024-04-22 16:00:00,4.9,008067284584,3mtt.f00318@gmail.com,2348067284584
3MTT-F00319,1,2024-02-07 08:00:00,4.5,09082628865,3mtt.f00319@yahoo.com,2349082628865
3MTT-F00319,3,2024-02-20 08:00:00,4.5,2349050570197,3mtt.f00319@gmail.com,2349050570197
3MTT-F00319,5,2024-03-06 15:00:00,3.0,8139255568,3mtt.f00319@gmail.com,2348139255568
3MTT-F00319,6,2024-03-14 17:00:00,4.2,+2348031581236,3mtt.f00319@yahoo.com,2348031581236
3MTT-F00319,7,2024-03-20 17:00:00,3.9,007037002519,3mtt.f00319@gmail.com,2347037002519
3MTT-F00319,9,2024-04-02 12:00:00,4.1,008100957724,3mtt.f00319@gmail.com,2348100957724
3MTT-F00319,10,2024-04-11 11:00:00,4.9,0803-835-7289,3mtt.f00319@gmail.com,2348038357289
3MTT-F00319,11,2024-04-21 18:00:00,2.2,2348103474180,3mtt.f00319@yahoo.com,2348103474180
3MTT-F00319,12,2024-04-23 10:00:00,2.6,7069757336,3mtt.f00319@yahoo.com,2347069757336
3MTT-F00320,4,2024-02-29 13:00:00,4.2,+2347062586856,3mtt.f00320@yahoo.com,2347062586856
3MTT-F00320,5,2024-03-07 20:00:00,3.2,09057826487,3mtt.f00320@gmail.com,2349057826487
3MTT-F00320,6,2024-03-12 13:00:00,3.1,2348104533479,3mtt.f00320@gmail.com,2348104533479
3MTT-F00320,7,2024-03-23 18:00:00,4.9,7034704145,3mtt.f00320@gmail.com,2347034704145
3MTT-F00320,9,2024-04-02 15:00:00,2.1,2349085118196,3mtt.f00320@gmail.com,2349085118196
3MTT-F00320,10,2024-04-11 13:00:00,4.0,7065942298,3mtt.f00320@yahoo.com,2347065942298
3MTT-F00320,11,2024-04-20 10:00:00,2.9,9089771180,3mtt.f00320@yahoo.com,2349089771180
3MTT-F00320,12,2024-04-25 19:00:00,4.4,0703-360-4890,3mtt.f00320@yahoo.com,2347033604890
3MTT-F00321,1,2024-02-06 15:00:00,2.3,7033694749,3mtt.f00321@gmail.com,2347033694749
3MTT-F00321,2,2024-02-15 14:00:00,4.1,09058938616,3mtt.f00321@gmail.com,2349058938616
3MTT-F00321,3,2024-02-23 18:00:00,3.4,0814-645-8084,3mtt.f00321@gmail.com,2348146458084
3MTT-F00321,4,2024-02-28 10:00:00,4.2,08149005312,3mtt.f00321@yahoo.com,2348149005312
3MTT-F00321,5,2024-03-09 15:00:00,2.9,+2348138459587,3mtt.f00321@gmail.com,2348138459587
3MTT-F00321,6,2024-03-17 09:00:00,3.9,2348108130783,3mtt.f00321@gmail.com,2348108130783
3MTT-F00321,7,2024-03-22 19:00:00,4.1,2347069412345,3mtt.f00321@gmail.com,2347069412345
3MTT-F00321,8,2024-03-31 13:00:00,4.1,2348032455711,3mtt.f00321@yahoo.com,2348032455711
3MTT-F00321,10,2024-04-14 11:00:00,3.0,2347039286327,3mtt.f00321@yahoo.com,2347039286327
3MTT-F00321,11,2024-04-18 12:00:00,3.9,+2348032810607,3mtt.f00321@gmail.com,2348032810607
3MTT-F00321,12,2024-04-23 12:00:00,4.0,008032633564,3mtt.f00321@gmail.com,2348032633564
3MTT-F00322,1,2024-02-09 20:00:00,3.6,8140252151,3mtt.f00322@gmail.com,2348140252151
3MTT-F00322,3,2024-02-21 09:00:00,3.4,008166850448,3mtt.f00322@gmail.com,2348166850448
3MTT-F00322,4,2024-03-03 10:00:00,4.5,8165472240,3mtt.f00322@yahoo.com,2348165472240
3MTT-F00322,8,2024-03-28 09:00:00,4.9,+2348169004589,3mtt.f00322@gmail.com,2348169004589
3MTT-F00322,10,2024-04-10 08:00:00,3.5,008035683355,3mtt.f00322@yahoo.com,2348035683355
3MTT-F00322,11,2024-04-17 17:00:00,3.7,009052843997,3mtt.f00322@gmail.com,2349052843997
3MTT-F00322,12,2024-04-22 08:00:00,4.6,2347067338079,3mtt.f00322@yahoo.com,2347067338079
3MTT-F00323,1,2024-02-08 08:00:00,3.7,+2347030447501,3mtt.f00323@gmail.com,2347030447501
3MTT-F00323,2,2024-02-15 18:00:00,4.5,007065899065,3mtt.f00323@gmail.com,2347065899065
3MTT-F00323,4,2024-03-03 19:00:00,4.1,08132324204,3mtt.f00323@gmail.com,2348132324204
3MTT-F00323,5,2024-03-09 09:00:00,3.7,08036971363,3mtt.f00323@gmail.com,2348036971363
3MTT-F00323,8,2024-03-27 19:00:00,2.4,008032861223,3mtt.f00323@gmail.com,2348032861223
3MTT-F00323,9,2024-04-07 09:00:00,2.8,+2348134542249,3mtt.f00323@gmail.com,2348134542249
3MTT-F00323,10,2024-04-09 11:00:00,4.1,2348030013278,3mtt.f00323@yahoo.com,2348030013278
3MTT-F00323,11,2024-04-20 10:00:00,2.8,2348165097913,3mtt.f00323@gmail.com,2348165097913
3MTT-F00323,12,2024-04-25 09:00:00,3.9,008146294846,3mtt.f00323@yahoo.com,2348146294846
3MTT-F00324,1,2024-02-11 16:00:00,4.3,09087795361,3mtt.f00324@yahoo.com,2349087795361
3MTT-F00324,2,2024-02-12 18:00:00,3.4,2349080633602,3mtt.f00324@gmail.com,2349080633602
3MTT-F00324,5,2024-03-07 19:00:00,2.5,0806-736-2924,3mtt.f00324@gmail.com,2348067362924
3MTT-F00324,6,2024-03-15 15:00:00,4.1,008143824382,3mtt.f00324@gmail.com,2348143824382
3MTT-F00324,7,2024-03-19 10:00:00,2.6,+2348138338138,3mtt.f00324@yahoo.com,2348138338138
3MTT-F00324,8,2024-03-26 11:00:00,3.0,8036270940,3mtt.f00324@yahoo.com,2348036270940
3MTT-F00324,9,2024-04-03 12:00:00,2.2,7035229245,3mtt.f00324@gmail.com,2347035229245
3MTT-F00324,10,2024-04-13 18:00:00,3.7,2349083504629,3mtt.f00324@gmail.com,2349083504629
3MTT-F00324,11,2024-04-18 12:00:00,2.3,0816-583-3878,3mtt.f00324@gmail.com,2348165833878
3MTT-F00324,12,2024-04-26 09:00:00,4.2,+2349080530945,3mtt.f00324@gmail.com,2349080530945
3MTT-F00325,1,2024-02-05 16:00:00,4.1,08135723230,3mtt.f00325@gmail.com,2348135723230
3MTT-F00325,2,2024-02-18 09:00:00,3.7,+2349084846747,3mtt.f00325@yahoo.com,2349084846747
3MTT-F00325,3,2024-02-23 09:00:00,2.8,2348165650869,3mtt.f00325@gmail.com,2348165650869
3MTT-F00325,4,2024-03-03 18:00:00,2.0,+2348135254110,3mtt.f00325@yahoo.com,2348135254110
3MTT-F00325,5,2024-03-07 10:00:00,4.0,0806-266-7680,3mtt.f00325@yahoo.com,2348062667680
3MTT-F00325,9,2024-04-03 15:00:00,2.1,+2348166424532,3mtt.f00325@gmail.com,2348166424532
3MTT-F00325,10,2024-04-13 19:00:00,2.7,2348101434037,3mtt.f00325@gmail.com,2348101434037
3MTT-F00325,12,2024-04-23 20:00:00,2.4,9081568309,3mtt.f00325@yahoo.com,2349081568309
3MTT-F00326,1,2024-02-10 09:00:00,4.2,0813-252-6497,3mtt.f00326@gmail.com,2348132526497
3MTT-F00326,2,2024-02-15 15:00:00,4.0,8104428630,3mtt.f00326@gmail.com,2348104428630
3MTT-F00326,4,2024-02-26 19:00:00,2.1,0806-012-4480,3mtt.f00326@gmail.com,2348060124480
3MTT-F00326,5,2024-03-05 09:00:00,2.3,09057490044,3mtt.f00326@gmail.com,2349057490044
3MTT-F00326,6,2024-03-17 19:00:00,2.2,2348133149204,3mtt.f00326@gmail.com,2348133149204
3MTT-F00326,7,2024-03-21 12:00:00,2.2,2347031210704,3mtt.f00326@gmail.com,2347031210704
3MTT-F00326,8,2024-03-31 13:00:00,3.1,008033158878,3mtt.f00326@gmail.com,2348033158878
3MTT-F00326,9,2024-04-07 14:00:00,3.3,+2347061414835,3mtt.f00326@yahoo.com,2347061414835
3MTT-F00326,10,2024-04-12 13:00:00,2.4,08137702153,3mtt.f00326@gmail.com,2348137702153
3MTT-F00326,11,2024-04-17 09:00:00,2.4,08102714359,3mtt.f00326@gmail.com,2348102714359
3MTT-F00326,12,2024-04-22 18:00:00,4.6,7060472553,3mtt.f00326@gmail.com,2347060472553
3MTT-F00327,1,2024-02-06 15:00:00,4.7,+2348132072508,3mtt.f00327@gmail.com,2348132072508
3MTT-F00327,2,2024-02-17 19:00:00,2.5,2348038860969,3mtt.f00327@gmail.com,2348038860969
3MTT-F00327,4,2024-02-26 18:00:00,2.0,09089931914,3mtt.f00327@yahoo.com,2349089931914
3MTT-F00327,6,2024-03-15 09:00:00,2.5,+2349087192288,3mtt.f00327@gmail.com,2349087192288
3MTT-F00327,8,2024-03-29 12:00:00,3.9,7064345026,3mtt.f00327@gmail.com,2347064345026
3MTT-F00327,9,2024-04-02 16:00:00,4.8,08109664811,3mtt.f00327@gmail.com,2348109664811
3MTT-F00327,11,2024-04-20 19:00:00,2.4,0814-243-0677,3mtt.f00327@gmail.com,2348142430677
3MTT-F00327,12,2024-04-25 15:00:00,3.4,2348060708240,3mtt.f00327@gmail.com,2348060708240
3MTT-F00328,1,2024-02-05 19:00:00,4.1,8163157920,3mtt.f00328@gmail.com,2348163157920
3MTT-F00328,2,2024-02-15 14:00:00,2.3,8102017295,3mtt.f00328@yahoo.com,2348102017295
3MTT-F00328,3,2024-02-24 14:00:00,2.2,9056961108,3mtt.f00328@gmail.com,2349056961108
3MTT-F00328,4,2024-02-26 19:00:00,3.7,2348146736086,3mtt.f00328@gmail.com,2348146736086
3MTT-F00328,5,2024-03-08 17:00:00,3.9,+2347060666760,3mtt.f00328@yahoo.com,2347060666760
3MTT-F00328,6,2024-03-15 18:00:00,2.1,0803-509-0830,3mtt.f00328@gmail.com,2348035090830
3MTT-F00328,7,2024-03-18 19:00:00,4.1,9050556441,3mtt.f00328@gmail.com,2349050556441
3MTT-F00328,8,2024-03-25 10:00:00,2.8,0810-160-5029,3mtt.f00328@gmail.com,2348101605029
3MTT-F00328,9,2024-04-01 15:00:00,3.2,0908-181-4983,3mtt.f00328@gmail.com,2349081814983
3MTT-F00328,10,2024-04-08 11:00:00,2.4,+2348067749117,3mtt.f00328@gmail.com,2348067749117
3MTT-F00328,11,2024-04-20 18:00:00,4.4,7033753157,3mtt.f00328@gmail.com,2347033753157
3MTT-F00329,2,2024-02-12 19:00:00,3.6,0905-603-9036,3mtt.f00329@gmail.com,2349056039036
3MTT-F00329,3,2024-02-25 13:00:00,4.6,008145351534,3mtt.f00329@gmail.com,2348145351534
3MTT-F00329,4,2024-03-01 10:00:00,3.5,0905-120-7800,3mtt.f00329@gmail.com,2349051207800
3MTT-F00329,5,2024-03-04 09:00:00,2.0,8130823416,3mtt.f00329@gmail.com,2348130823416
3MTT-F00329,6,2024-03-15 15:00:00,3.0,009058516619,3mtt.f00329@gmail.com,2349058516619
3MTT-F00329,7,2024-03-20 17:00:00,2.1,008169461622,3mtt.f00329@gmail.com,2348169461622
3MTT-F00329,8,2024-03-28 10:00:00,3.3,+2348035402602,3mtt.f00329@gmail.com,2348035402602
3MTT-F00329,10,2024-04-13 13:00:00,3.8,0806-895-6886,3mtt.f00329@yahoo.com,2348068956886
3MTT-F00329,11,2024-04-16 11:00:00,4.0,0814-453-9180,3mtt.f00329@gmail.com,2348144539180
3MTT-F00329,12,2024-04-25 14:00:00,2.3,7034433736,3mtt.f00329@yahoo.com,2347034433736
3MTT-F00330,1,2024-02-11 08:00:00,3.5,08145379476,3mtt.f00330@yahoo.com,2348145379476
3MTT-F00330,2,2024-02-13 18:00:00,2.8,+2349080024927,3mtt.f00330@gmail.com,2349080024927
3MTT-F00330,3,2024-02-20 12:00:00,3.2,0806-512-1676,3mtt.f00330@yahoo.com,2348065121676
3MTT-F00330,5,2024-03-04 08:00:00,3.1,+2348105897824,3mtt.f00330@gmail.com,2348105897824
3MTT-F00330,7,2024-03-19 20:00:00,3.7,0905-540-4450,3mtt.f00330@gmail.com,2349055404450
3MTT-F00330,8,2024-03-26 16:00:00,4.7,+2348164669081,3mtt.f00330@yahoo.com,2348164669081
3MTT-F00330,9,2024-04-04 08:00:00,2.4,2348105328315,3mtt.f00330@gmail.com,2348105328315
3MTT-F00330,10,2024-04-08 15:00:00,4.7,08069048786,3mtt.f00330@yahoo.com,2348069048786
3MTT-F00330,11,2024-04-19 19:00:00,4.3,8163451298,3mtt.f00330@gmail.com,2348163451298
3MTT-F00331,1,2024-02-11 09:00:00,3.5,+2348167881474,3mtt.f00331@gmail.com,2348167881474
3MTT-F00331,2,2024-02-18 12:00:00,2.7,008130395007,3mtt.f00331@gmail.com,2348130395007
3MTT-F00331,3,2024-02-21 13:00:00,2.0,2347063576036,3mtt.f00331@yahoo.com,2347063576036
3MTT-F00331,4,2024-02-29 09:00:00,2.8,+2347037415163,3mtt.f00331@gmail.com,2347037415163
3MTT-F00331,5,2024-03-09 09:00:00,3.9,0905-243-6485,3mtt.f00331@gmail.com,2349052436485
3MTT-F00331,6,2024-03-14 18:00:00,3.1,008147306146,3mtt.f00331@gmail.com,2348147306146
3MTT-F00331,7,2024-03-24 09:00:00,3.8,2347030009256,3mtt.f00331@gmail.com,2347030009256
3MTT-F00331,9,2024-04-05 18:00:00,4.8,+2348137838777,3mtt.f00331@gmail.com,2348137838777
3MTT-F00331,10,2024-04-09 12:00:00,4.8,08141451374,3mtt.f00331@gmail.com,2348141451374
3MTT-F00331,12,2024-04-28 10:00:00,3.3,2347066529367,3mtt.f00331@gmail.com,2347066529367
3MTT-F00332,1,2024-02-11 12:00:00,3.0,+2347030349893,3mtt.f00332@gmail.com,2347030349893
3MTT-F00332,2,2024-02-14 11:00:00,3.2,+2347032209470,3mtt.f00332@gmail.com,2347032209470
3MTT-F00332,3,2024-02-22 13:00:00,3.5,008169018769,3mtt.f00332@gmail.com,2348169018769
3MTT-F00332,4,2024-03-03 11:00:00,3.5,7062871583,3mtt.f00332@gmail.com,2347062871583
3MTT-F00332,6,2024-03-12 17:00:00,3.9,0814-385-4424,3mtt.f00332@gmail.com,2348143854424
3MTT-F00332,10,2024-04-08 12:00:00,4.1,009058698908,3mtt.f00332@yahoo.com,2349058698908
3MTT-F00332,11,2024-04-21 12:00:00,4.8,0813-724-7711,3mtt.f00332@gmail.com,2348137247711
3MTT-F00332,12,2024-04-25 20:00:00,4.8,008065616217,3mtt.f00332@gmail.com,2348065616217
3MTT-F00333,2,2024-02-16 19:00:00,3.5,8064031916,3mtt.f00333@gmail.com,2348064031916
3MTT-F00333,3,2024-02-20 12:00:00,4.2,8109889676,3mtt.f00333@gmail.com,2348109889676
3MTT-F00333,4,2024-02-27 10:00:00,2.9,9082247686,3mtt.f00333@gmail.com,2349082247686
3MTT-F00333,5,2024-03-07 15:00:00,2.3,+2347038957925,3mtt.f00333@gmail.com,2347038957925
3MTT-F00333,6,2024-03-12 13:00:00,5.0,009088009341,3mtt.f00333@gmail.com,2349088009341
3MTT-F00333,7,2024-03-20 12:00:00,2.4,07037115582,3mtt.f00333@yahoo.com,2347037115582
3MTT-F00333,8,2024-03-31 17:00:00,3.0,008141907067,3mtt.f00333@gmail.com,2348141907067
3MTT-F00333,10,2024-04-14 09:00:00,2.6,2348104538336,3mtt.f00333@yahoo.com,2348104538336
3MTT-F00333,11,2024-04-15 11:00:00,4.9,8163210125,3mtt.f00333@yahoo.com,2348163210125
3MTT-F00333,12,2024-04-24 20:00:00,4.6,2348064999597,3mtt.f00333@gmail.com,2348064999597
3MTT-F00334,1,2024-02-11 15:00:00,2.0,+2348108258320,3mtt.f00334@gmail.com,2348108258320
3MTT-F00334,3,2024-02-21 13:00:00,3.2,2348166798836,3mtt.f00334@gmail.com,2348166798836
3MTT-F00334,4,2024-03-03 12:00:00,4.9,007034981063,3mtt.f00334@yahoo.com,2347034981063
3MTT-F00334,7,2024-03-23 08:00:00,3.1,08034294299,3mtt.f00334@yahoo.com,2348034294299
3MTT-F00334,8,2024-03-31 10:00:00,2.8,07033506978,3mtt.f00334@yahoo.com,2347033506978
3MTT-F00334,9,2024-04-06 11:00:00,3.5,0813-112-0382,3mtt.f00334@yahoo.com,2348131120382
3MTT-F00334,10,2024-04-12 20:00:00,4.5,009080150595,3mtt.f00334@yahoo.com,2349080150595
3MTT-F00334,12,2024-04-26 20:00:00,2.2,+2348108030400,3mtt.f00334@yahoo.com,2348108030400
3MTT-F00335,1,2024-02-10 12:00:00,4.6,+2349050131433,3mtt.f00335@gmail.com,2349050131433
3MTT-F00335,2,2024-02-13 10:00:00,2.3,08061549599,3mtt.f00335@gmail.com,2348061549599
3MTT-F00335,4,2024-03-02 09:00:00,3.8,009080913641,3mtt.f00335@gmail.com,2349080913641
3MTT-F00335,5,2024-03-09 17:00:00,2.4,07069483609,3mtt.f00335@yahoo.com,2347069483609
3MTT-F00335,6,2024-03-15 08:00:00,2.3,+2348065360964,3mtt.f00335@gmail.com,2348065360964
3MTT-F00335,7,2024-03-24 11:00:00,4.0,09087320096,3mtt.f00335@gmail.com,2349087320096
3MTT-F00335,8,2024-03-27 11:00:00,4.4,0803-532-5624,3mtt.f00335@gmail.com,2348035325624
3MTT-F00335,9,2024-04-07 16:00:00,3.9,9050497046,3mtt.f00335@gmail.com,2349050497046
3MTT-F00335,10,2024-04-10 09:00:00,4.0,9083240574,3mtt.f00335@gmail.com,2349083240574
3MTT-F00335,11,2024-04-17 11:00:00,3.7,08033891667,3mtt.f00335@gmail.com,2348033891667
3MTT-F00335,12,2024-04-27 13:00:00,2.5,2349055868043,3mtt.f00335@gmail.com,2349055868043
3MTT-F00336,1,2024-02-05 20:00:00,3.5,0905-925-8578,3mtt.f00336@yahoo.com,2349059258578
3MTT-F00336,2,2024-02-16 08:00:00,2.6,0803-377-3120,3mtt.f00336@gmail.com,2348033773120
3MTT-F00336,4,2024-03-02 19:00:00,2.9,2347063074878,3mtt.f00336@gmail.com,2347063074878
3MTT-F00336,5,2024-03-04 19:00:00,3.8,8064050181,3mtt.f00336@gmail.com,2348064050181
3MTT-F00336,6,2024-03-14 08:00:00,2.0,07038541234,3mtt.f00336@gmail.com,2347038541234
3MTT-F00336,7,2024-03-23 17:00:00,2.9,+2347062553962,3mtt.f00336@gmail.com,2347062553962
3MTT-F00336,8,2024-03-27 12:00:00,2.3,2348139870109,3mtt.f00336@gmail.com,2348139870109
3MTT-F00336,9,2024-04-02 17:00:00,2.8,8146111483,3mtt.f00336@gmail.com,2348146111483
3MTT-F00336,10,2024-04-11 19:00:00,3.0,08136121669,3mtt.f00336@gmail.com,2348136121669
3MTT-F00337,1,2024-02-05 09:00:00,2.5,+2348163016796,3mtt.f00337@gmail.com,2348163016796
3MTT-F00337,2,2024-02-15 18:00:00,3.4,2348162383684,3mtt.f00337@gmail.com,2348162383684
3MTT-F00337,3,2024-02-22 10:00:00,2.5,9050749053,3mtt.f00337@gmail.com,2349050749053
3MTT-F00337,4,2024-03-02 08:00:00,3.0,2349085094281,3mtt.f00337@gmail.com,2349085094281
3MTT-F00337,5,2024-03-06 15:00:00,3.5,+2348060872741,3mtt.f00337@yahoo.com,2348060872741
3MTT-F00337,6,2024-03-13 19:00:00,3.4,+2349088155518,3mtt.f00337@gmail.com,2349088155518
3MTT-F00337,7,2024-03-24 13:00:00,2.5,0810-435-2217,3mtt.f00337@gmail.com,2348104352217
3MTT-F00337,8,2024-03-27 20:00:00,3.6,008139802029,3mtt.f00337@gmail.com,2348139802029
3MTT-F00337,10,2024-04-14 09:00:00,4.0,2348164204578,3mtt.f00337@yahoo.com,2348164204578
3MTT-F00337,11,2024-04-17 20:00:00,4.6,2348135303024,3mtt.f00337@yahoo.com,2348135303024
3MTT-F00337,12,2024-04-22 09:00:00,2.6,007036442143,3mtt.f00337@gmail.com,2347036442143
3MTT-F00338,1,2024-02-11 18:00:00,2.1,2347065922770,3mtt.f00338@yahoo.com,2347065922770
3MTT-F00338,2,2024-02-17 12:00:00,3.7,8109799872,3mtt.f00338@gmail.com,2348109799872
3MTT-F00338,3,2024-02-24 20:00:00,2.9,008063507649,3mtt.f00338@gmail.com,2348063507649
3MTT-F00338,4,2024-02-29 19:00:00,3.2,0816-968-0071,3mtt.f00338@yahoo.com,2348169680071
3MTT-F00338,6,2024-03-11 18:00:00,4.8,07062201127,3mtt.f00338@yahoo.com,2347062201127
3MTT-F00338,8,2024-03-30 13:00:00,4.8,008163238143,3mtt.f00338@gmail.com,2348163238143
3MTT-F00338,11,2024-04-18 19:00:00,4.6,0814-446-9707,3mtt.f00338@gmail.com,2348144469707
3MTT-F00339,2,2024-02-12 20:00:00,2.3,007067872390,3mtt.f00339@yahoo.com,2347067872390
3MTT-F00339,3,2024-02-24 13:00:00,4.8,2349056026423,3mtt.f00339@gmail.com,2349056026423
3MTT-F00339,5,2024-03-10 16:00:00,3.6,007036937147,3mtt.f00339@gmail.com,2347036937147
3MTT-F00339,6,2024-03-11 16:00:00,4.0,07067117844,3mtt.f00339@gmail.com,2347067117844
3MTT-F00339,7,2024-03-21 12:00:00,4.3,009084244379,3mtt.f00339@yahoo.com,2349084244379
3MTT-F00339,8,2024-03-25 12:00:00,2.9,2348107118816,3mtt.f00339@gmail.com,2348107118816
3MTT-F00339,10,2024-04-13 11:00:00,2.9,2348147496784,3mtt.f00339@gmail.com,2348147496784
3MTT-F00339,11,2024-04-16 19:00:00,5.0,08068815675,3mtt.f00339@yahoo.com,2348068815675
3MTT-F00340,2,2024-02-18 18:00:00,3.1,8149707907,3mtt.f00340@yahoo.com,2348149707907
3MTT-F00340,3,2024-02-21 18:00:00,3.9,+2347063001731,3mtt.f00340@yahoo.com,2347063001731
3MTT-F00340,4,2024-02-29 10:00:00,4.9,2349082129856,3mtt.f00340@gmail.com,2349082129856
3MTT-F00340,5,2024-03-06 13:00:00,3.0,2348135177485,3mtt.f00340@gmail.com,2348135177485
3MTT-F00340,7,2024-03-19 20:00:00,4.6,2347033742822,3mtt.f00340@gmail.com,2347033742822
3MTT-F00340,8,2024-03-25 08:00:00,3.3,9086072652,3mtt.f00340@yahoo.com,2349086072652
3MTT-F00340,9,2024-04-03 16:00:00,3.4,0803-967-3725,3mtt.f00340@gmail.com,2348039673725
3MTT-F00340,10,2024-04-09 09:00:00,4.2,+2347066932050,3mtt.f00340@gmail.com,2347066932050
3MTT-F00340,11,2024-04-19 14:00:00,4.7,+2348065884452,3mtt.f00340@gmail.com,2348065884452
3MTT-F00340,12,2024-04-24 09:00:00,2.3,08030208967,3mtt.f00340@gmail.com,2348030208967
3MTT-F00341,1,2024-02-11 14:00:00,2.4,0813-151-7519,3mtt.f00341@gmail.com,2348131517519
3MTT-F00341,4,2024-02-28 16:00:00,3.3,08161434220,3mtt.f00341@gmail.com,2348161434220
3MTT-F00341,6,2024-03-17 18:00:00,2.1,0814-722-2874,3mtt.f00341@gmail.com,2348147222874
3MTT-F00341,9,2024-04-06 14:00:00,3.5,7032860176,3mtt.f00341@yahoo.com,2347032860176
3MTT-F00341,10,2024-04-13 16:00:00,3.4,+2348168801113,3mtt.f00341@gmail.com,2348168801113
3MTT-F00341,11,2024-04-19 10:00:00,4.8,+2349053522377,3mtt.f00341@gmail.com,2349053522377
3MTT-F00341,12,2024-04-26 20:00:00,2.1,08162448968,3mtt.f00341@gmail.com,2348162448968
3MTT-F00342,1,2024-02-05 19:00:00,2.5,8066554279,3mtt.f00342@gmail.com,2348066554279
3MTT-F00342,2,2024-02-15 08:00:00,2.4,07036169047,3mtt.f00342@gmail.com,2347036169047
3MTT-F00342,3,2024-02-23 14:00:00,4.0,07064419043,3mtt.f00342@gmail.com,2347064419043
3MTT-F00342,4,2024-03-02 14:00:00,3.4,2348035035623,3mtt.f00342@yahoo.com,2348035035623
3MTT-F00342,6,2024-03-16 12:00:00,4.3,008100485119,3mtt.f00342@gmail.com,2348100485119
3MTT-F00342,7,2024-03-21 19:00:00,2.7,08136791117,3mtt.f00342@gmail.com,2348136791117
3MTT-F00342,8,2024-03-29 19:00:00,2.5,2348142916942,3mtt.f00342@yahoo.com,2348142916942
3MTT-F00342,10,2024-04-10 11:00:00,3.6,8068757617,3mtt.f00342@gmail.com,2348068757617
3MTT-F00342,11,2024-04-16 18:00:00,2.8,2347068836607,3mtt.f00342@gmail.com,2347068836607
