fellow_id,first_name,last_name,state,alc_code,cohort_number,track,enrollment_date,completion_status,certification_status,geopolitical_zone
3MTT-F00800,Amina,Afolabi,Borno,ALC-030,4,Software Development,2024-03-19,complete,not certified,North-East
3MTT-F01106,Umar,Bello,Katsina,ALC-039,3,AI/ML,2024-03-19,complete,certified,North-West
3MTT-F00206,Oluwafemi,Ike,Katsina,ALC-039,4,Cybersecurity,2024-03-19,complete,certified,North-West
3MTT-F01125,Yusuf,Hassan,Adamawa,ALC-001,3,UI/UX Design,2024-03-19,complete,certified,North-East
3MTT-F00969,Chukwuemeka,Lawal,Abia,ALC-045,3,Product Management,2024-03-20,complete,not certified,North-Central
3MTT-F00961,Chinwe,Ike,Nasarawa,ALC-051,3,Cloud Computing,2024-03-20,complete,certified,North-Central
3MTT-F00823,Halima,Ojo,Benue,ALC-017,3,Data Analysis,2024-03-20,incomplete,not certified,North-Central
3MTT-F00974,Nnamdi,Yakubu,Bauchi,ALC-006,3,AI/ML,2024-03-20,complete,certified,North-East
3MTT-F00370,Ifeanyi,Ibrahim,Nasarawa,ALC-051,4,Data Analysis,2024-03-20,complete,not certified,North-Central
3MTT-F00467,Bola,Anyanwu,Lagos,ALC-016,3,Product Management,2024-03-20,complete,certified,South-West
3MTT-F01007,Oluwafemi,Olawale,Akwa Ibom,ALC-011,3,UI/UX Design,2024-03-21,complete,certified,North-Central
3MTT-F00925,Halima,Hassan,Niger,ALC-009,4,Product Management,2024-03-21,complete,certified,North-Central
3MTT-F00715,Nnamdi,Adegoke,Adamawa,ALC-001,3,Cybersecurity,2024-03-21,complete,certified,North-East
3MTT-F00520,Dele,Hassan,Kaduna,ALC-053,4,Product Management,2024-03-22,complete,certified,North-West
3MTT-F00451,Chukwuemeka,Musa,Bayelsa,ALC-UNKNOWN,3,Software Development,2024-03-22,incomplete,not certified,
3MTT-F00633,Bola,Chukwu,Borno,ALC-030,3,Cloud Computing,2024-03-22,complete,certified,North-East
3MTT-F01097,Halima,Aliyu,Zamfara,ALC-054,3,Cybersecurity,2024-03-23,complete,certified,North-West
3MTT-F00516,Ekene,Nwosu,Kogi,ALC-011,3,Data Analysis,2024-03-23,complete,certified,North-Central
3MTT-F00238,Obinna,Aliyu,Ondo,ALC-042,4,UI/UX Design,2024-03-23,incomplete,not certified,South-West
3MTT-F00032,Grace,Abubakar,Osun,ALC-046,3,Cybersecurity,2024-03-23,complete,not certified,South-West
3MTT-F00662,Zainab,Anyanwu,Rivers,ALC-031,3,DevOps,2024-03-24,complete,certified,North-West
3MTT-F00384,Grace,Effiong,Anambra,ALC-032,4,DevOps,2024-03-24,incomplete,not certified,South-East
3MTT-F00186,Obinna,Bello,Rivers,ALC-041,3,Cloud Computing,2024-03-24,complete,certified,South-South
3MTT-F00748,Halima,Aliyu,Taraba,ALC-025,4,UI/UX Design,2024-03-24,complete,certified,North-Central
3MTT-F00629,Babatunde,Nwosu,Delta,ALC-023,3,Cloud Computing,2024-03-25,complete,certified,South-South
3MTT-F00761,Chinwe,Abubakar,Osun,ALC-018,3,Software Development,2024-03-25,incomplete,not certified,South-West
3MTT-F00056,Suleiman,Afolabi,Anambra,ALC-032,3,UI/UX Design,2024-03-25,complete,certified,South-East
3MTT-F00912,Amina,Effiong,Borno,ALC-030,3,DevOps,2024-03-25,incomplete,not certified,North-East
3MTT-F00334,Suleiman,Nwachukwu,Abia,ALC-024,4,Cybersecurity,2024-03-25,complete,not certified,North-West
3MTT-F00368,Yusuf,Okafor,Plateau,ALC-033,3,Cybersecurity,2024-03-26,complete,certified,North-Central
3MTT-F00783,Bola,Adeyemi,Gombe,ALC-026,4,Cybersecurity,2024-03-26,incomplete,not certified,North-East
3MTT-F00798,Bola,Ike,Zamfara,ALC-045,4,AI/ML,2024-03-26,incomplete,not certified,North-Central
3MTT-F00298,Fatima,Nwosu,Nasarawa,ALC-051,4,Product Management,2024-03-26,complete,certified,North-Central
3MTT-F00923,Dele,Ojo,Ebonyi,ALC-038,4,UI/UX Design,2024-03-26,incomplete,not certified,South-East
3MTT-F00212,Kayode,Chukwu,Kebbi,ALC-024,3,Product Management,2024-03-27,complete,certified,North-West
3MTT-F00620,Fatima,Okonkwo,Jigawa,ALC-UNKNOWN,4,Product Management,2024-03-27,incomplete,not certified,
3MTT-F00867,Suleiman,Sule,Niger,ALC-034,4,Cloud Computing,2024-03-27,complete,certified,North-Central
3MTT-F00119,Chinwe,Hassan,Adamawa,ALC-043,3,Product Management,2024-03-27,incomplete,not certified,North-East
3MTT-F00494,Grace,Nwachukwu,Bauchi,ALC-006,4,AI/ML,2024-03-28,complete,not certified,North-East
3MTT-F00844,Umar,Badmus,Kano,ALC-UNKNOWN,3,Product Management,2024-03-28,complete,certified,
3MTT-F00679,Bola,Aliyu,Rivers,ALC-015,3,AI/ML,2024-03-28,incomplete,not certified,North-West
3MTT-F00431,Yusuf,Adeyemi,Anambra,ALC-032,4,DevOps,2024-03-28,complete,certified,South-East
3MTT-F01102,Chinwe,Aliyu,Enugu,ALC-048,4,Data Analysis,2024-03-29,incomplete,not certified,South-East
3MTT-F00177,Chiamaka,Afolabi,Plateau,ALC-036,4,Cybersecurity,2024-03-29,complete,certified,North-Central
3MTT-F00775,Ifeanyi,Nwosu,Benue,ALC-012,4,Data Analysis,2024-03-29,incomplete,not certified,North-Central
3MTT-F00630,Nneka,Anyanwu,Ogun,ALC-009,4,Software Development,2024-03-29,complete,certified,North-Central
3MTT-F00617,Chinwe,Eze,Gombe,ALC-026,4,AI/ML,2024-03-29,complete,not certified,North-East
3MTT-F00894,Adaeze,Ibrahim,Zamfara,ALC-050,4,Cybersecurity,2024-03-30,incomplete,not certified,North-East
3MTT-F01076,Fatima,Afolabi,Kaduna,ALC-053,4,Data Analysis,2024-03-30,complete,certified,North-West
3MTT-F00975,Temitope,Garba,Zamfara,ALC-038,3,Data Analysis,2024-03-30,complete,certified,South-East
3MTT-F00766,Babatunde,Ike,Gombe,ALC-026,3,Data Analysis,2024-03-30,incomplete,not certified,North-East
3MTT-F01084,Fatima,Musa,Abuja,ALC-025,3,Data Analysis,2024-03-30,complete,not certified,North-Central
3MTT-F00366,Halima,Olawale,Kogi,ALC-011,4,Data Analysis,2024-03-30,complete,certified,North-Central
3MTT-F00101,Ifeanyi,Abubakar,Sokoto,ALC-054,4,Product Management,2024-03-31,complete,certified,North-West
3MTT-F00742,Chiamaka,Sule,Kwara,ALC-013,3,Cybersecurity,2024-03-31,incomplete,not certified,North-Central
3MTT-F00721,Chukwuemeka,Hassan,Delta,ALC-023,4,Product Management,2024-03-31,complete,certified,South-South
3MTT-F00687,Temitope,Olawale,Bauchi,ALC-006,3,DevOps,2024-03-31,incomplete,not certified,North-East
3MTT-F00088,Suleiman,Adeyemi,Cross River,ALC-010,3,Data Analysis,2024-03-31,incomplete,not certified,South-South
3MTT-F00915,Chukwuemeka,Nwachukwu,Akwa Ibom,ALC-049,3,Cloud Computing,2024-04-01,incomplete,not certified,South-West
3MTT-F00627,Suleiman,Adeyemi,Osun,ALC-046,3,Product Management,2024-04-01,complete,certified,South-West
3MTT-F00158,Nnamdi,Lawal,Oyo,ALC-UNKNOWN,4,Cloud Computing,2024-04-01,complete,certified,
3MTT-F01100,Kayode,Okonkwo,Enugu,ALC-048,4,UI/UX Design,2024-04-02,complete,certified,South-East
3MTT-F00098,Segun,Lawal,Adamawa,ALC-043,3,Cloud Computing,2024-04-02,incomplete,not certified,North-East
3MTT-F00875,Segun,Hassan,Enugu,ALC-048,4,DevOps,2024-04-02,complete,certified,South-East
3MTT-F00070,Nnamdi,Aliyu,Cross River,ALC-027,4,DevOps,2024-04-02,complete,certified,South-South
3MTT-F00270,Ekene,Okafor,Katsina,ALC-UNKNOWN,4,DevOps,2024-04-02,complete,certified,
3MTT-F00007,Amina,Chukwu,Niger,ALC-009,3,Software Development,2024-04-02,complete,certified,North-Central
3MTT-F00169,Yusuf,Chukwu,Anambra,ALC-028,4,Cybersecurity,2024-04-02,complete,not certified,South-East
3MTT-F00500,Ifeanyi,Effiong,Delta,ALC-023,4,Cybersecurity,2024-04-02,complete,certified,South-South
3MTT-F01119,Umar,Okafor,Adamawa,ALC-043,3,DevOps,2024-04-03,incomplete,not certified,North-East
3MTT-F00145,Fatima,Adeyemi,Oyo,ALC-049,3,Cloud Computing,2024-04-03,complete,certified,South-West
3MTT-F00105,Umar,Anyanwu,Abuja,ALC-025,4,Product Management,2024-04-03,complete,certified,North-Central
3MTT-F00480,Bola,Bello,Abuja,ALC-025,4,Cloud Computing,2024-04-03,complete,not certified,North-Central
3MTT-F00168,Maryam,Ike,Yobe,ALC-019,3,Data Analysis,2024-04-03,complete,not certified,North-East
3MTT-F00736,Adaeze,Okonkwo,Plateau,ALC-036,4,Cybersecurity,2024-04-04,complete,certified,North-Central
3MTT-F00054,Chiamaka,Badmus,Delta,ALC-023,4,Cloud Computing,2024-04-05,incomplete,not certified,South-South
3MTT-F00097,Amina,Adeyemi,Adamawa,ALC-001,3,UI/UX Design,2024-04-05,complete,certified,North-East
3MTT-F00772,Ifeanyi,Adegoke,Taraba,ALC-012,3,Cybersecurity,2024-04-06,complete,certified,North-Central
3MTT-F00850,Nnamdi,Anyanwu,Kano,ALC-004,3,Product Management,2024-04-06,incomplete,not certified,North-West
3MTT-F00791,Obinna,Afolabi,Lagos,ALC-016,4,Cybersecurity,2024-04-07,complete,certified,South-West
3MTT-F00644,Maryam,Adeyemi,Niger,ALC-034,4,Software Development,2024-04-07,incomplete,not certified,North-Central
3MTT-F00417,Umar,Ojo,Osun,ALC-UNKNOWN,4,Software Development,2024-04-07,incomplete,not certified,
3MTT-F00066,Maryam,Adegoke,Enugu,ALC-048,3,Data Analysis,2024-04-07,incomplete,not certified,South-East
3MTT-F00935,Ekene,Nwachukwu,Delta,ALC-023,3,Cloud Computing,2024-04-08,incomplete,not certified,South-South
3MTT-F01050,Umar,Afolabi,Ogun,ALC-013,4,Cloud Computing,2024-04-08,incomplete,not certified,North-Central
3MTT-F01142,Zainab,Yakubu,Ekiti,ALC-044,3,Product Management,2024-04-08,complete,certified,South-East
3MTT-F00118,Chiamaka,Lawal,Ondo,ALC-020,4,AI/ML,2024-04-08,complete,not certified,South-West
3MTT-F00820,Segun,Olawale,Kogi,ALC-011,4,DevOps,2024-04-08,complete,certified,North-Central
3MTT-F00513,Umar,Eze,Abuja,ALC-025,4,Cybersecurity,2024-04-08,complete,certified,North-Central
3MTT-F00320,Babatunde,Bello,Jigawa,ALC-031,4,AI/ML,2024-04-08,complete,certified,North-West
3MTT-F00507,Suleiman,Badmus,Lagos,ALC-016,3,Cybersecurity,2024-04-08,incomplete,not certified,South-West
3MTT-F00192,Halima,Badmus,Zamfara,ALC-029,4,Data Analysis,2024-04-09,incomplete,not certified,North-West
3MTT-F00949,Chiamaka,Aliyu,Abuja,ALC-025,4,Cloud Computing,2024-04-09,complete,not certified,North-Central
3MTT-F00701,Grace,Lawal,Ebonyi,ALC-038,4,Cloud Computing,2024-04-09,complete,not certified,South-East
3MTT-F01025,Ifeanyi,Anyanwu,Kaduna,ALC-005,3,UI/UX Design,2024-04-09,complete,certified,North-West
3MTT-F00403,Babatunde,Nwosu,Adamawa,ALC-043,3,Data Analysis,2024-04-09,incomplete,not certified,North-East
3MTT-F00702,Temitope,Ojo,Kwara,ALC-041,4,Data Analysis,2024-04-10,complete,certified,South-South
3MTT-F00272,Nneka,Abubakar,Edo,ALC-041,4,Data Analysis,2024-04-10,complete,certified,South-South
3MTT-F00621,Segun,Chukwu,Ogun,ALC-003,4,Cloud Computing,2024-04-11,complete,certified,North-West
3MTT-F00646,Ekene,Hassan,Imo,ALC-044,3,Cybersecurity,2024-04-11,incomplete,not certified,South-East
3MTT-F00224,Yusuf,Olawale,Kwara,ALC-038,4,Cybersecurity,2024-04-11,complete,certified,South-East
3MTT-F01114,Fatima,Okafor,Cross River,ALC-027,4,Software Development,2024-04-11,complete,certified,South-South
3MTT-F00607,Segun,Adegoke,Abia,ALC-051,4,Software Development,2024-04-12,complete,not certified,North-Central
3MTT-F00240,Kayode,Effiong,Anambra,ALC-032,3,AI/ML,2024-04-13,complete,certified,South-East
3MTT-F00533,Obinna,Okonkwo,Ogun,ALC-019,3,UI/UX Design,2024-04-13,incomplete,not certified,North-East
3MTT-F01113,Dele,Garba,Delta,ALC-023,3,Data Analysis,2024-04-13,complete,not certified,South-South
3MTT-F01012,Bola,Ojo,Ebonyi,ALC-038,4,Product Management,2024-04-13,complete,certified,South-East
3MTT-F00549,Dele,Badmus,Lagos,ALC-016,4,AI/ML,2024-04-13,complete,certified,South-West
3MTT-F00130,Amina,Ike,Kano,ALC-004,3,Software Development,2024-04-13,complete,certified,North-West
3MTT-F00129,Suleiman,Okonkwo,Borno,ALC-030,4,AI/ML,2024-04-13,complete,not certified,North-East
3MTT-F00478,Oluwafemi,Musa,Yobe,ALC-050,4,Cybersecurity,2024-04-14,incomplete,not certified,North-East
3MTT-F00637,Obinna,Chukwu,Yobe,ALC-019,3,DevOps,2024-04-14,incomplete,not certified,North-East
3MTT-F01054,Babatunde,Sule,Sokoto,ALC-054,3,Cybersecurity,2024-04-14,complete,certified,North-West
3MTT-F00052,Segun,Ike,Plateau,ALC-033,3,DevOps,2024-04-14,incomplete,not certified,North-Central
3MTT-F01085,Maryam,Ike,Plateau,ALC-033,4,AI/ML,2024-04-15,incomplete,not certified,North-Central
3MTT-F00989,Segun,Sule,Ekiti,ALC-034,4,DevOps,2024-04-15,complete,certified,North-Central
3MTT-F00788,Segun,Nwachukwu,Adamawa,ALC-043,4,UI/UX Design,2024-04-15,incomplete,not certified,North-East
3MTT-F00942,Kayode,Ibrahim,Gombe,ALC-026,4,AI/ML,2024-04-16,complete,certified,North-East
3MTT-F00251,Yusuf,Nwachukwu,Kogi,ALC-040,4,Product Management,2024-04-16,incomplete,not certified,North-Central
3MTT-F00191,Oluwafemi,Anyanwu,Cross River,ALC-010,4,Cloud Computing,2024-04-16,complete,certified,South-South
3MTT-F00452,Bola,Okonkwo,Bayelsa,ALC-021,4,Cybersecurity,2024-04-16,complete,certified,South-South
3MTT-F01092,Ifeanyi,Ibrahim,Jigawa,ALC-014,3,Data Analysis,2024-04-16,complete,certified,North-West
3MTT-F00600,Fatima,Musa,Cross River,ALC-010,3,DevOps,2024-04-16,complete,certified,South-South
3MTT-F00579,Kayode,Okonkwo,Akwa Ibom,ALC-005,4,Software Development,2024-04-16,complete,not certified,North-West
3MTT-F01107,Obinna,Ike,Kano,ALC-004,4,Cloud Computing,2024-04-17,complete,certified,North-West
3MTT-F00793,Bola,Yakubu,Sokoto,ALC-047,3,Cybersecurity,2024-04-17,incomplete,not certified,North-West
3MTT-F00635,Chiamaka,Sule,Bauchi,ALC-006,4,Cybersecurity,2024-04-18,incomplete,not certified,North-East
3MTT-F00773,Fatima,Anyanwu,Delta,ALC-023,4,AI/ML,2024-04-18,complete,certified,South-South
3MTT-F00241,Chiamaka,Anyanwu,Niger,ALC-045,3,UI/UX Design,2024-04-18,incomplete,not certified,North-Central
3MTT-F00853,Suleiman,Okonkwo,Edo,ALC-041,3,Product Management,2024-04-18,complete,certified,South-South
3MTT-F00307,Kayode,Okonkwo,Edo,ALC-041,4,UI/UX Design,2024-04-18,complete,certified,South-South
3MTT-F00980,Adaeze,Garba,Imo,ALC-035,4,Data Analysis,2024-04-18,incomplete,not certified,South-East
3MTT-F00806,Nneka,Garba,Jigawa,ALC-031,4,Product Management,2024-04-18,complete,not certified,North-West
3MTT-F00665,Yusuf,Lawal,Imo,ALC-035,4,AI/ML,2024-04-19,complete,not certified,South-East
3MTT-F00624,Zainab,Afolabi,Abia,ALC-032,3,Data Analysis,2024-04-19,complete,not certified,South-East
3MTT-F00889,Bola,Aliyu,Delta,ALC-UNKNOWN,4,Software Development,2024-04-19,complete,certified,
3MTT-F00574,Nneka,Nwosu,Sokoto,ALC-054,4,Cloud Computing,2024-04-20,incomplete,not certified,North-West
3MTT-F00525,Adaeze,Adegoke,Ondo,ALC-020,4,Software Development,2024-04-20,complete,certified,South-West
3MTT-F00464,Babatunde,Badmus,Plateau,ALC-033,3,UI/UX Design,2024-04-20,complete,not certified,North-Central
3MTT-F00044,Adaeze,Ike,Cross River,ALC-010,4,UI/UX Design,2024-04-21,complete,certified,South-South
3MTT-F00727,Grace,Adegoke,Ekiti,ALC-006,4,UI/UX Design,2024-04-21,complete,certified,North-East
3MTT-F00544,Grace,Okafor,Oyo,ALC-UNKNOWN,3,Cloud Computing,2024-04-21,complete,certified,
3MTT-F00225,Suleiman,Effiong,Kano,ALC-004,3,UI/UX Design,2024-04-21,complete,certified,North-West
3MTT-F00616,Adaeze,Yakubu,Cross River,ALC-UNKNOWN,4,Cloud Computing,2024-04-21,complete,certified,
3MTT-F00019,Halima,Effiong,Kano,ALC-004,4,Product Management,2024-04-21,complete,certified,North-West
3MTT-F00078,Grace,Adegoke,Abia,ALC-008,3,Cloud Computing,2024-04-22,complete,certified,South-West
3MTT-F00414,Babatunde,Bello,Bauchi,ALC-006,3,UI/UX Design,2024-04-22,incomplete,not certified,North-East
3MTT-F00487,Maryam,Musa,Ekiti,ALC-003,4,Data Analysis,2024-04-22,complete,certified,North-West
3MTT-F00936,Zainab,Adegoke,Osun,ALC-018,3,Data Analysis,2024-04-22,incomplete,not certified,South-West
3MTT-F00672,Yusuf,Badmus,Jigawa,ALC-031,3,Software Development,2024-04-22,complete,certified,North-West
3MTT-F00497,Ekene,Bello,Taraba,ALC-015,4,DevOps,2024-04-23,complete,certified,North-West
3MTT-F01017,Maryam,Afolabi,Imo,ALC-044,4,Cybersecurity,2024-04-23,complete,certified,South-East
3MTT-F00983,Maryam,Okonkwo,Anambra,ALC-028,3,Cybersecurity,2024-04-24,complete,not certified,South-East
3MTT-F00779,Obinna,Hassan,Ogun,ALC-015,4,Software Development,2024-04-24,complete,certified,North-West
3MTT-F00357,Zainab,Yakubu,Edo,ALC-041,4,UI/UX Design,2024-04-24,incomplete,not certified,South-South
3MTT-F00156,Yusuf,Nwachukwu,Plateau,ALC-007,4,Software Development,2024-04-25,complete,certified,North-Central
3MTT-F00677,Fatima,Abubakar,Ebonyi,ALC-038,4,Software Development,2024-04-25,incomplete,not certified,South-East
3MTT-F00982,Umar,Ojo,Kogi,ALC-011,3,Cybersecurity,2024-04-25,complete,certified,North-Central
3MTT-F00856,Kayode,Olawale,Abia,ALC-UNKNOWN,4,UI/UX Design,2024-04-25,complete,certified,
3MTT-F00558,Zainab,Musa,Bayelsa,ALC-021,4,Cloud Computing,2024-04-25,complete,certified,South-South
3MTT-F00200,Chinwe,Sule,Enugu,ALC-048,3,Data Analysis,2024-04-26,incomplete,not certified,South-East
3MTT-F01023,Halima,Okafor,Kwara,ALC-050,4,UI/UX Design,2024-04-27,incomplete,not certified,North-East
3MTT-F00648,Adaeze,Badmus,Taraba,ALC-008,3,DevOps,2024-04-27,complete,certified,South-West
3MTT-F00404,Nnamdi,Nwosu,Cross River,ALC-010,4,Cloud Computing,2024-04-27,incomplete,not certified,South-South
3MTT-F00977,Ifeanyi,Eze,Ebonyi,ALC-037,3,DevOps,2024-04-27,incomplete,not certified,South-East
3MTT-F01037,Zainab,Eze,Kwara,ALC-041,3,UI/UX Design,2024-04-28,complete,certified,South-South
3MTT-F00837,Umar,Lawal,Abia,ALC-054,3,Cybersecurity,2024-04-28,incomplete,not certified,North-West
3MTT-F00338,Grace,Olawale,Benue,ALC-017,4,Cloud Computing,2024-04-29,complete,certified,North-Central
3MTT-F01143,Babatunde,Adegoke,Akwa Ibom,ALC-039,4,Data Analysis,2024-04-29,complete,certified,North-West
3MTT-F00397,Oluwafemi,Sule,Yobe,ALC-019,3,Software Development,2024-04-29,complete,certified,North-East
3MTT-F00526,Ifeanyi,Effiong,Ogun,ALC-001,4,AI/ML,2024-04-29,incomplete,not certified,North-East
3MTT-F00265,Ifeanyi,Lawal,Osun,ALC-018,4,Data Analysis,2024-04-30,incomplete,not certified,South-West
3MTT-F00902,Fatima,Sule,Rivers,ALC-052,3,Cybersecurity,2024-04-30,complete,certified,North-Central
3MTT-F00282,Segun,Olawale,Taraba,ALC-021,3,Software Development,2024-04-30,complete,certified,South-South
3MTT-F00389,Umar,Ibrahim,Delta,ALC-023,4,Data Analysis,2024-05-01,complete,certified,South-South
3MTT-F00984,Halima,Hassan,Imo,ALC-035,4,Cybersecurity,2024-05-01,complete,certified,South-East
3MTT-F00953,Adaeze,Afolabi,Kano,ALC-004,4,Cybersecurity,2024-05-01,complete,certified,North-West
3MTT-F00863,Segun,Effiong,Bauchi,ALC-006,4,Cloud Computing,2024-05-02,incomplete,not certified,North-East
3MTT-F01134,Bola,Ibrahim,Kwara,ALC-043,4,Product Management,2024-05-02,complete,certified,North-East
3MTT-F01055,Nneka,Yakubu,Lagos,ALC-016,4,UI/UX Design,2024-05-02,complete,certified,South-West
3MTT-F00148,Yusuf,Aliyu,Abuja,ALC-UNKNOWN,4,Cloud Computing,2024-05-02,incomplete,not certified,
3MTT-F00062,Kayode,Aliyu,Katsina,ALC-039,4,Product Management,2024-05-02,complete,certified,North-West
3MTT-F00412,Amina,Ojo,Niger,ALC-013,4,DevOps,2024-05-02,incomplete,not certified,North-Central
3MTT-F00877,Nnamdi,Lawal,Abia,ALC-047,3,AI/ML,2024-05-02,incomplete,not certified,North-West
3MTT-F00496,Dele,Nwosu,Zamfara,ALC-014,4,Cybersecurity,2024-05-02,complete,certified,North-West
3MTT-F00018,Ekene,Adegoke,Kebbi,ALC-029,4,DevOps,2024-05-03,complete,certified,North-West
3MTT-F00919,Dele,Anyanwu,Ogun,ALC-UNKNOWN,4,Cybersecurity,2024-05-03,complete,certified,
3MTT-F00530,Zainab,Chukwu,Delta,ALC-023,3,Data Analysis,2024-05-03,complete,certified,South-South
3MTT-F00931,Adaeze,Ibrahim,Kwara,ALC-020,4,AI/ML,2024-05-04,complete,certified,South-West
3MTT-F00342,Kayode,Ike,Nasarawa,ALC-051,4,Cloud Computing,2024-05-04,complete,certified,North-Central
3MTT-F01014,Amina,Yakubu,Ondo,ALC-020,3,Software Development,2024-05-05,incomplete,not certified,South-West
3MTT-F01028,Chiamaka,Ibrahim,Enugu,ALC-048,3,Cybersecurity,2024-05-05,complete,certified,South-East
3MTT-F00274,Bola,Nwachukwu,Nasarawa,ALC-051,3,DevOps,2024-05-05,complete,certified,North-Central
3MTT-F00025,Ekene,Ojo,Borno,ALC-030,4,Data Analysis,2024-05-05,incomplete,not certified,North-East
3MTT-F00378,Kayode,Garba,Kebbi,ALC-UNKNOWN,3,Cybersecurity,2024-05-06,complete,not certified,
3MTT-F00778,Chukwuemeka,Chukwu,Zamfara,ALC-002,4,UI/UX Design,2024-05-06,complete,certified,North-Central
3MTT-F00006,Suleiman,Ike,Cross River,ALC-027,4,DevOps,2024-05-06,incomplete,not certified,South-South
3MTT-F00244,Suleiman,Badmus,Adamawa,ALC-043,4,AI/ML,2024-05-07,complete,certified,North-East
3MTT-F00958,Halima,Bello,Yobe,ALC-019,4,Cloud Computing,2024-05-07,complete,certified,North-East
3MTT-F00154,Dele,Nwachukwu,Zamfara,ALC-048,4,Software Development,2024-05-07,complete,certified,South-East
3MTT-F00532,Grace,Olawale,Niger,ALC-009,4,Product Management,2024-05-07,complete,certified,North-Central
3MTT-F00387,Chiamaka,Nwosu,Taraba,ALC-039,4,AI/ML,2024-05-07,complete,certified,North-West
3MTT-F00501,Nnamdi,Effiong,Abuja,ALC-025,3,Cloud Computing,2024-05-07,incomplete,not certified,North-Central
3MTT-F00604,Yusuf,Afolabi,Zamfara,ALC-001,4,Cloud Computing,2024-05-07,complete,certified,North-East
3MTT-F00426,Nnamdi,Sule,Oyo,ALC-049,4,AI/ML,2024-05-07,incomplete,not certified,South-West
3MTT-F00787,Umar,Lawal,Ekiti,ALC-036,4,DevOps,2024-05-08,complete,certified,North-Central
3MTT-F00385,Kayode,Lawal,Abia,ALC-012,4,Cloud Computing,2024-05-08,complete,not certified,North-Central
3MTT-F01145,Chukwuemeka,Nwachukwu,Osun,ALC-018,3,Cybersecurity,2024-05-08,complete,certified,South-West
3MTT-F00762,Dele,Hassan,Rivers,ALC-048,3,Product Management,2024-05-09,complete,not certified,South-East
3MTT-F00316,Obinna,Adegoke,Sokoto,ALC-047,4,DevOps,2024-05-09,complete,certified,North-West
3MTT-F00332,Adaeze,Afolabi,Rivers,ALC-005,3,AI/ML,2024-05-09,complete,certified,North-West
3MTT-F00995,Chukwuemeka,Abubakar,Lagos,ALC-016,4,UI/UX Design,2024-05-10,complete,certified,South-West
3MTT-F00107,Amina,Ibrahim,Nasarawa,ALC-051,4,Software Development,2024-05-10,incomplete,not certified,North-Central
3MTT-F00609,Bola,Okonkwo,Cross River,ALC-027,3,Product Management,2024-05-10,incomplete,not certified,South-South
3MTT-F00079,Segun,Abubakar,Plateau,ALC-007,4,Cybersecurity,2024-05-10,complete,certified,North-Central
3MTT-F00041,Kayode,Anyanwu,Edo,ALC-041,4,Cloud Computing,2024-05-10,complete,certified,South-South
3MTT-F00979,Chiamaka,Ojo,Kaduna,ALC-005,3,AI/ML,2024-05-11,complete,certified,North-West
3MTT-F00115,Nnamdi,Eze,Ekiti,ALC-054,4,Cloud Computing,2024-05-11,complete,certified,North-West
3MTT-F00017,Ifeanyi,Adeyemi,Abuja,ALC-025,3,UI/UX Design,2024-05-11,complete,certified,North-Central
3MTT-F00900,Fatima,Anyanwu,Rivers,ALC-023,4,DevOps,2024-05-12,complete,certified,South-South
3MTT-F00235,Grace,Bello,Kwara,ALC-050,3,Cybersecurity,2024-05-12,incomplete,not certified,North-East
3MTT-F00634,Halima,Adeyemi,Oyo,ALC-049,3,DevOps,2024-05-12,incomplete,not certified,South-West
3MTT-F00768,Dele,Nwachukwu,Yobe,ALC-019,3,AI/ML,2024-05-12,incomplete,not certified,North-East
3MTT-F00623,Dele,Afolabi,Benue,ALC-012,4,Software Development,2024-05-12,incomplete,not certified,North-Central
3MTT-F00598,Dele,Hassan,Ogun,ALC-007,3,UI/UX Design,2024-05-12,complete,certified,North-Central
3MTT-F00377,Maryam,Okafor,Rivers,ALC-034,4,UI/UX Design,2024-05-13,incomplete,not certified,North-Central
3MTT-F00331,Maryam,Okonkwo,Kwara,ALC-026,4,UI/UX Design,2024-05-13,complete,certified,North-East
3MTT-F00363,Yusuf,Yakubu,Abia,ALC-029,4,Software Development,2024-05-13,complete,certified,North-West
3MTT-F00128,Bola,Okonkwo,Osun,ALC-018,3,Cloud Computing,2024-05-13,complete,certified,South-West
3MTT-F00934,Ifeanyi,Abubakar,Niger,ALC-045,4,Data Analysis,2024-05-13,incomplete,not certified,North-Central
3MTT-F01031,Maryam,Lawal,Lagos,ALC-016,3,UI/UX Design,2024-05-13,complete,certified,South-West
3MTT-F00121,Zainab,Anyanwu,Imo,ALC-044,3,UI/UX Design,2024-05-13,complete,certified,South-East
3MTT-F00176,Chinwe,Okonkwo,Akwa Ibom,ALC-033,4,AI/ML,2024-05-14,complete,certified,North-Central
3MTT-F00242,Ifeanyi,Lawal,Abuja,ALC-025,4,Data Analysis,2024-05-14,complete,certified,North-Central
3MTT-F00842,Maryam,Ike,Akwa Ibom,ALC-UNKNOWN,3,Cloud Computing,2024-05-14,complete,certified,
3MTT-F00027,Ekene,Okafor,Taraba,ALC-005,3,Data Analysis,2024-05-14,complete,not certified,North-West
3MTT-F00125,Maryam,Hassan,Jigawa,ALC-031,4,AI/ML,2024-05-14,incomplete,not certified,North-West
3MTT-F00409,Umar,Garba,Kogi,ALC-040,4,Data Analysis,2024-05-15,complete,certified,North-Central
3MTT-F00746,Babatunde,Olawale,Abia,ALC-015,3,UI/UX Design,2024-05-15,incomplete,not certified,North-West
